product_id,id_web,sku,price,total_sales,ca,price_zscore,premium
5771,15184,15184,38.4,0.0,0.0,0.2129526459557063,False
5554,13969,13969,38.0,0.0,0.0,0.1985825681051709,False
4201,15656,15656,38.0,0.0,0.0,0.1985825681051709,False
4202,15655,15655,38.0,0.0,0.0,0.1985825681051709,False
6629,15793,15793,37.7,1.0,37.7,0.1878050097172693,False
4148,1364,1364,37.5,0.0,0.0,0.1806199707920014,False
4918,15533,15533,37.2,24.0,892.8000000000001,0.1698424124040999,False
4079,13078,13078,37.0,0.0,0.0,0.162657373478832,False
6101,14089,14089,36.9,0.0,0.0,0.1590648540161981,False
5551,13957,13957,36.3,0.0,0.0,0.1375097372403948,False
4653,13515,13515,36.2,0.0,0.0,0.1339172177777611,False
5913,10014,10014,36.0,0.0,0.0,0.1267321788524933,False
5914,14265,14265,36.0,1.0,36.0,0.1267321788524933,False
6664,15661,15661,35.6,0.0,0.0,0.1123621010019578,False
5766,15179,15179,35.6,0.0,0.0,0.1123621010019578,False
5768,15183,15183,35.6,1.0,35.6,0.1123621010019578,False
4336,13599,13599,35.5,1.0,35.5,0.1087695815393238,False
5393,12494,12494,35.3,0.0,0.0,0.101584542614056,False
6621,15204,15204,35.2,3.0,105.6,0.0979920231514223,False
5902,14095,14095,35.1,0.0,0.0,0.0943995036887884,False
4107,14800,14800,35.0,0.0,0.0,0.0908069842261544,False
6105,14090,14090,34.8,7.0,243.6,0.0836219453008866,False
5573,14729,14729,34.7,0.0,0.0,0.0800294258382529,False
5770,15178,15178,34.4,4.0,137.6,0.0692518674503511,False
3849,15296,15296,34.3,0.0,0.0,0.0656593479877172,False
5550,13958,13958,34.3,0.0,0.0,0.0656593479877172,False
4040,15303,15303,34.3,0.0,0.0,0.0656593479877172,False
4052,16030,16030,33.7,6.0,202.2,0.0441042312119141,False
5769,15254,15254,33.6,0.0,0.0,0.0405117117492802,False
5485,16131,16131,33.4,3.0,100.2,0.0333266728240123,False
4654,13514,13514,33.4,0.0,0.0,0.0333266728240123,False
6104,14092,14092,33.2,0.0,0.0,0.0261416338987447,False
6626,15790,15790,33.2,0.0,0.0,0.0261416338987447,False
4071,15953,15953,33.2,19.0,630.8000000000001,0.0261416338987447,False
4147,15648,15648,33.0,3.0,99.0,0.0189565949734768,False
5773,15264,15264,32.8,3.0,98.4,0.011771556048209,False
6615,16071,16071,32.8,0.0,0.0,0.011771556048209,False
4041,14975,14975,32.7,0.0,0.0,0.0081790365855753,False
4708,14700,14700,32.6,8.0,260.8,0.0045865171229414,False
6628,15792,15792,32.2,0.0,0.0,-0.009783560727594,False
4605,15148,15148,32.2,0.0,0.0,-0.009783560727594,False
4258,14485,14485,32.1,5.0,160.5,-0.0133760801902279,False
4072,12045,12045,32.0,1.0,32.0,-0.0169685996528619,False
4257,12476,12476,31.7,0.0,0.0,-0.0277461580407635,False
4108,15353,15353,31.7,2.0,63.4,-0.0277461580407635,False
5709,15035,15035,31.7,0.0,0.0,-0.0277461580407635,False
4705,14699,14699,31.6,8.0,252.8,-0.0313386775033973,False
4602,15659,15659,31.5,7.0,220.5,-0.0349311969660313,False
4603,15147,15147,31.5,1.0,31.5,-0.0349311969660313,False
4042,16042,16042,31.2,7.0,218.4,-0.0457087553539329,False
6204,14604,14604,31.0,7.0,217.0,-0.0528937942792007,False
5564,15748,15748,30.8,3.0,92.4,-0.0600788332044684,False
4618,14372,14372,30.6,0.0,0.0,-0.0672638721297362,False
5608,15944,15944,30.5,2.0,61.0,-0.0708563915923701,False
4687,15582,15582,30.1,0.0,0.0,-0.0852264694429056,False
5962,16326,16326,30.0,0.0,0.0,-0.0888189889055395,False
4303,13172,13172,30.0,0.0,0.0,-0.0888189889055395,False
4228,12657,12657,29.9,0.0,0.0,-0.0924115083681734,False
5697,16094,16094,29.9,0.0,0.0,-0.0924115083681734,False
6095,15489,15489,29.8,0.0,0.0,-0.0960040278308072,False
4678,15281,15281,29.8,0.0,0.0,-0.0960040278308072,False
4137,13209,13209,29.8,0.0,0.0,-0.0960040278308072,False
5772,15180,15180,29.7,1.0,29.7,-0.0995965472934412,False
4783,13754,13754,29.5,0.0,0.0,-0.1067815862187089,False
4146,1360,1360,29.5,0.0,0.0,-0.1067815862187089,False
4728,15729,15729,29.5,2.0,59.0,-0.1067815862187089,False
5703,11736,11736,29.4,0.0,0.0,-0.1103741056813428,False
6570,15706,15706,29.2,0.0,0.0,-0.1175591446066106,False
6569,15705,15705,29.0,3.0,87.0,-0.1247441835318783,False
4153,16237,16237,29.0,36.0,1044.0,-0.1247441835318783,False
4723,15879,15879,29.0,3.0,87.0,-0.1247441835318783,False
5384,14149,14149,28.8,0.0,0.0,-0.131929222457146,False
4784,15734,15734,28.5,0.0,0.0,-0.1427067808450477,False
4647,16525,16525,28.5,8.0,228.0,-0.1427067808450477,False
4566,15457,15457,28.5,0.0,0.0,-0.1427067808450477,False
4886,15773,15773,28.4,5.0,142.0,-0.1462993003076816,False
6567,15779,15779,28.4,0.0,0.0,-0.1462993003076816,False
4558,15426,15426,28.1,3.0,84.30000000000001,-0.1570768586955832,False
5899,12339,12339,28.1,4.0,112.4,-0.1570768586955832,False
5630,12365,12365,28.0,1.0,28.0,-0.1606693781582171,False
4240,15436,15436,28.0,0.0,0.0,-0.1606693781582171,False
4913,13814,13814,28.0,0.0,0.0,-0.1606693781582171,False
4239,16567,16567,28.0,0.0,0.0,-0.1606693781582171,False
4891,15807,15807,27.9,36.0,1004.4,-0.164261897620851,False
4888,15776,15776,27.9,0.0,0.0,-0.164261897620851,False
4752,14184,14184,27.9,0.0,0.0,-0.164261897620851,False
4893,15808,15808,27.9,3.0,83.69999999999999,-0.164261897620851,False
6325,15678,15678,27.9,0.0,0.0,-0.164261897620851,False
5617,14844,14844,27.8,3.0,83.4,-0.1678544170834848,False
4931,16280,16280,27.8,0.0,0.0,-0.1678544170834848,False
6665,16068,16068,27.7,1.0,27.7,-0.1714469365461188,False
5566,16192,16192,27.5,0.0,0.0,-0.1786319754713865,False
4395,11587,11587,27.5,0.0,0.0,-0.1786319754713865,False
7023,15891,15891,27.5,0.0,0.0,-0.1786319754713865,False
5000,15868,15868,27.3,6.0,163.8,-0.1858170143966542,False
5807,15471,15471,27.3,4.0,109.2,-0.1858170143966542,False
5903,14099,14099,27.3,0.0,0.0,-0.1858170143966542,False
4196,13032,13032,27.2,2.0,54.4,-0.1894095338592882,False
4283,16154,16154,27.0,4.0,108.0,-0.1965945727845559,False
4254,12203,12203,26.9,0.0,0.0,-0.2001870922471898,False
4288,15292,15292,26.7,1.0,26.7,-0.2073721311724576,False
6223,15324,15324,26.7,6.0,160.2,-0.2073721311724576,False
5893,13910,13910,26.6,5.0,133.0,-0.2109646506350914,False
4757,14680,14680,26.5,6.0,159.0,-0.2145571700977253,False
4215,15480,15480,26.5,0.0,0.0,-0.2145571700977253,False
5491,15481,15481,26.5,0.0,0.0,-0.2145571700977253,False
4980,15229,15229,26.5,0.0,0.0,-0.2145571700977253,False
4600,15475,15475,26.5,0.0,0.0,-0.2145571700977253,False
6222,7032,7032,26.4,0.0,0.0,-0.2181496895603592,False
4611,15452,15452,26.2,15.0,393.0,-0.225334728485627,False
4727,16540,16540,26.0,2.0,52.0,-0.2325197674108947,False
4909,15614,15614,25.9,0.0,0.0,-0.2361122868735286,False
4915,15615,15615,25.9,8.0,207.2,-0.2361122868735286,False
4914,15613,15613,25.9,2.0,51.8,-0.2361122868735286,False
4912,15612,15612,25.9,6.0,155.39999999999998,-0.2361122868735286,False
4932,9937,9937,25.7,4.0,102.8,-0.2432973257987964,False
4138,15341,15341,25.7,6.0,154.2,-0.2432973257987964,False
4650,15206,15206,25.3,5.0,126.5,-0.2576674036493319,False
4889,16037,16037,25.3,0.0,0.0,-0.2576674036493319,False
6206,16580,16580,25.2,41.0,1033.2,-0.2612599231119658,False
6207,16077,16077,25.2,37.0,932.4,-0.2612599231119658,False
5628,12366,12366,25.0,0.0,0.0,-0.2684449620372335,False
5711,16121,16121,25.0,5.0,125.0,-0.2684449620372335,False
5804,14955,14955,25.0,1.0,25.0,-0.2684449620372335,False
4277,14865,14865,24.8,3.0,74.4,-0.2756300009625013,False
5896,15910,15910,24.7,0.0,0.0,-0.2792225204251352,False
5547,13959,13959,24.6,1.0,24.6,-0.282815039887769,False
5747,15631,15631,24.5,21.0,514.5,-0.2864075593504029,False
6073,15951,15951,24.5,0.0,0.0,-0.2864075593504029,False
4256,14253,14253,24.4,0.0,0.0,-0.2900000788130368,False
4919,15531,15531,24.4,6.0,146.39999999999998,-0.2900000788130368,False
4920,15530,15530,24.4,10.0,244.0,-0.2900000788130368,False
6592,15764,15764,24.4,0.0,0.0,-0.2900000788130368,False
4758,15859,15859,24.3,0.0,0.0,-0.2935925982756707,False
4648,16262,16262,24.3,2.0,48.6,-0.2935925982756707,False
3847,15298,15298,24.2,6.0,145.2,-0.2971851177383046,False
5391,14141,14141,24.2,1.0,24.2,-0.2971851177383046,False
4180,15783,15783,24.0,0.0,0.0,-0.3043701566635723,False
4179,16166,16166,24.0,7.0,168.0,-0.3043701566635723,False
5397,12496,12496,24.0,0.0,0.0,-0.3043701566635723,False
4615,16186,16186,24.0,7.0,168.0,-0.3043701566635723,False
5810,14429,14429,24.0,0.0,0.0,-0.3043701566635723,False
5801,11277,11277,24.0,0.0,0.0,-0.3043701566635723,False
5802,15399,15399,23.8,0.0,0.0,-0.3115551955888401,False
4975,14756,14756,23.7,4.0,94.8,-0.315147715051474,False
5443,14809,14809,23.6,5.0,118.0,-0.3187402345141078,False
6221,16096,16096,23.5,0.0,0.0,-0.3223327539767417,False
4717,15658,15658,23.4,6.0,140.39999999999998,-0.3259252734393756,False
4070,15444,15444,23.4,7.0,163.79999999999998,-0.3259252734393756,False
4725,16010,16010,23.4,0.0,0.0,-0.3259252734393756,False
4925,16277,16277,23.2,12.0,278.4,-0.3331103123646434,False
4298,16501,16501,23.2,1.0,23.2,-0.3331103123646434,False
4084,16014,16014,23.2,0.0,0.0,-0.3331103123646434,False
4130,15339,15339,23.0,0.0,0.0,-0.3402953512899112,False
4205,15413,15413,23.0,12.0,276.0,-0.3402953512899112,False
4974,16004,16004,23.0,5.0,115.0,-0.3402953512899112,False
5795,13291,13291,23.0,0.0,0.0,-0.3402953512899112,False
4077,15440,15440,22.9,0.0,0.0,-0.343887870752545,False
4907,14374,14374,22.9,0.0,0.0,-0.343887870752545,False
4876,16289,16289,22.8,22.0,501.6,-0.3474803902151789,False
4707,15466,15466,22.8,13.0,296.40000000000003,-0.3474803902151789,False
5382,16011,16011,22.8,0.0,0.0,-0.3474803902151789,False
4048,16044,16044,22.8,7.0,159.6,-0.3474803902151789,False
4096,15564,15564,22.8,0.0,0.0,-0.3474803902151789,False
5047,531,531,22.5,13.0,292.5,-0.3582579486030805,False
6635,15763,15763,22.4,1.0,22.4,-0.3618504680657144,False
6328,15810,15810,22.4,0.0,0.0,-0.3618504680657144,False
4934,15554,15554,22.2,2.0,44.4,-0.3690355069909822,False
4098,15378,15378,22.1,1.0,22.1,-0.372628026453616,False
4731,8344,8344,22.0,18.0,396.0,-0.3762205459162499,False
4067,15490,15490,22.0,19.0,418.0,-0.3762205459162499,False
4671,15527,15527,21.9,0.0,0.0,-0.3798130653788839,False
6049,14899,14899,21.8,3.0,65.4,-0.3834055848415177,False
6887,15736,15736,21.8,0.0,0.0,-0.3834055848415177,False
4050,16449,16449,21.8,6.0,130.8,-0.3834055848415177,False
5794,14692,14692,21.7,0.0,0.0,-0.3869981043041516,False
4564,15621,15621,21.7,19.0,412.3,-0.3869981043041516,False
5484,15756,15756,21.6,1.0,21.6,-0.3905906237667854,False
4646,15848,15848,21.5,1.0,21.5,-0.3941831432294193,False
4183,15746,15746,21.4,0.0,0.0,-0.3977756626920533,False
4899,16062,16062,21.2,9.0,190.8,-0.404960701617321,False
4792,15733,15733,21.0,19.0,399.0,-0.4121457405425887,False
4666,13647,13647,21.0,0.0,0.0,-0.4121457405425887,False
4900,16063,16063,20.8,1.0,20.8,-0.4193307794678564,False
4662,16081,16081,20.8,0.0,0.0,-0.4193307794678564,False
4066,15967,15967,20.8,20.0,416.0,-0.4193307794678564,False
3850,15300,15300,20.8,0.0,0.0,-0.4193307794678564,False
4612,15038,15038,20.6,10.0,206.0,-0.4265158183931242,False
4940,15337,15337,20.5,2.0,41.0,-0.4301083378557581,False
4166,16124,16124,20.5,6.0,123.0,-0.4301083378557581,False
6225,15162,15162,20.4,4.0,81.6,-0.4337008573183921,False
6226,15161,15161,20.4,0.0,0.0,-0.4337008573183921,False
4156,14941,14941,20.35,6.0,122.1,-0.4354971170497089,False
4669,16053,16053,20.2,1.0,20.2,-0.4408858962436598,False
6205,16565,16565,20.2,0.0,0.0,-0.4408858962436598,False
4892,15952,15952,20.1,3.0,60.3,-0.4444784157062936,False
5705,15360,15360,19.8,2.0,39.6,-0.4552559740941952,False
5019,14696,14696,19.8,0.0,0.0,-0.4552559740941952,False
5906,15857,15857,19.8,0.0,0.0,-0.4552559740941952,False
4703,15465,15465,19.8,7.0,138.6,-0.4552559740941952,False
5477,15526,15526,19.8,4.0,79.2,-0.4552559740941952,False
4673,16057,16057,19.8,0.0,0.0,-0.4552559740941952,False
5761,13849,13849,19.5,0.0,0.0,-0.4660335324820969,False
5383,3383,3383,19.5,0.0,0.0,-0.4660335324820969,False
4250,16317,16317,19.5,30.0,585.0,-0.4660335324820969,False
4065,15022,15022,19.5,0.0,0.0,-0.4660335324820969,False
4049,16043,16043,19.3,1.0,19.3,-0.4732185714073647,False
5890,15775,15775,19.3,0.0,0.0,-0.4732185714073647,False
4152,16238,16238,19.2,7.0,134.4,-0.4768110908699986,False
5613,14855,14855,19.2,6.0,115.2,-0.4768110908699986,False
5614,14856,14856,19.2,3.0,57.6,-0.4768110908699986,False
5891,15774,15774,19.0,1.0,19.0,-0.4839961297952663,False
4267,16537,16537,19.0,2.0,38.0,-0.4839961297952663,False
6928,15741,15741,19.0,2.0,38.0,-0.4839961297952663,False
4297,16246,16246,19.0,0.0,0.0,-0.4839961297952663,False
5377,15677,15677,19.0,0.0,0.0,-0.4839961297952663,False
4614,15875,15875,19.0,11.0,209.0,-0.4839961297952663,False
6585,15434,15434,19.0,0.0,0.0,-0.4839961297952663,False
4674,16056,16056,19.0,7.0,133.0,-0.4839961297952663,False
4085,16462,16462,19.0,7.0,133.0,-0.4839961297952663,False
4280,15690,15690,18.9,0.0,0.0,-0.4875886492579003,False
5904,15856,15856,18.8,0.0,0.0,-0.4911811687205341,False
4885,14981,14981,18.7,0.0,0.0,-0.494773688183168,False
4793,15730,15730,18.7,0.0,0.0,-0.494773688183168,False
4716,15657,15657,18.6,0.0,0.0,-0.4983662076458018,False
4158,16093,16093,18.5,0.0,0.0,-0.5019587271084358,False
4978,13313,13313,18.5,0.0,0.0,-0.5019587271084358,False
4933,16281,16281,18.4,0.0,0.0,-0.5055512465710696,False
4713,14746,14746,18.4,12.0,220.8,-0.5055512465710696,False
4047,14977,14977,18.3,0.0,0.0,-0.5091437660337035,False
5900,12869,12869,18.25,0.0,0.0,-0.5109400257650205,False
4704,15004,15004,18.2,3.0,54.6,-0.5127362854963374,False
4718,15670,15670,18.2,0.0,0.0,-0.5127362854963374,False
4168,15784,15784,18.2,12.0,218.4,-0.5127362854963374,False
5506,14192,14192,18.2,0.0,0.0,-0.5127362854963374,False
4684,14451,14451,18.1,3.0,54.3,-0.5163288049589713,False
5610,14912,14912,18.0,0.0,0.0,-0.5199213244216052,False
5380,16022,16022,18.0,0.0,0.0,-0.5199213244216052,False
6035,15342,15342,17.9,1.0,17.9,-0.523513843884239,False
5809,15080,15080,17.9,0.0,0.0,-0.523513843884239,False
5483,15753,15753,17.9,0.0,0.0,-0.523513843884239,False
4672,14676,14676,17.8,0.0,0.0,-0.5271063633468729,False
4264,15665,15665,17.8,2.0,35.6,-0.5271063633468729,False
4192,15605,15605,17.8,5.0,89.0,-0.5271063633468729,False
5907,12882,12882,17.7,0.0,0.0,-0.5306988828095068,False
4276,14527,14527,17.6,0.0,0.0,-0.5342914022721407,False
5696,15797,15797,17.5,0.0,0.0,-0.5378839217347745,False
4930,16155,16155,17.5,5.0,87.5,-0.5378839217347745,False
4301,16553,16553,17.5,3.0,52.5,-0.5378839217347745,False
5806,13567,13567,17.4,2.0,34.8,-0.5414764411974085,False
4910,13809,13809,17.3,4.0,69.2,-0.5450689606600423,False
5956,15895,15895,17.2,0.0,0.0,-0.5486614801226762,False
4224,15306,15306,17.2,2.0,34.4,-0.5486614801226762,False
5797,15688,15688,17.2,0.0,0.0,-0.5486614801226762,False
5396,14626,14626,17.1,0.0,0.0,-0.5522539995853101,False
4217,15672,15672,17.1,0.0,0.0,-0.5522539995853101,False
5803,13572,13572,17.1,3.0,51.3,-0.5522539995853101,False
4235,13905,13905,17.1,1.0,17.1,-0.5522539995853101,False
4890,16038,16038,17.0,6.0,102.0,-0.5558465190479439,False
4670,15525,15525,17.0,2.0,34.0,-0.5558465190479439,False
4083,16296,16296,17.0,0.0,0.0,-0.5558465190479439,False
5816,15237,15237,16.9,0.0,0.0,-0.5594390385105779,False
5704,15036,15036,16.9,0.0,0.0,-0.5594390385105779,False
4613,15030,15030,16.9,9.0,152.1,-0.5594390385105779,False
4759,16229,16229,16.9,0.0,0.0,-0.5594390385105779,False
4225,16497,16497,16.9,13.0,219.7,-0.5594390385105779,False
4733,15576,15576,16.8,0.0,0.0,-0.5630315579732117,False
4706,15349,15349,16.8,32.0,537.6,-0.5630315579732117,False
4929,15927,15927,16.7,2.0,33.4,-0.5666240774358456,False
